fadE	fadR	fadI	fabB	fabR	fabA	fadJ	uspA	fadB	arcA	fadD	fadA	fadL	puuD	ydeA	puuR	rpsJ	betB	betI	betT	betA	ybdN	rplB	rplV	ackA	hybD	hybB	uvrA	hybE	lldP	lldR	lldD	appA	appB	appY	appC	yccB	hyaD	hyaA	hyaB	iscR	hyaF	hyaE	hyaC	narP	narL	napC	napG	napF	napB	napD	modE	napA	napH	ccmC	ccmE	ccmH	ccmF	flhC	ccmA	ccmB	flhD	ccmG	ccmD	nrfC	nrfD	nrfF	nrfE	nrfG	nrfA	nrfB	mdh	glpC	glpB	glpA	fliF	flgE	hdfR	gltK	ygbK	flgI	flgC	ppdB	fliI	recC	gltI	fliL	ycgR	flgJ	hybC	flhA	flgF	fliR	fliG	flhE	ppdA	fliP	flgM	fliO	fliE	flgA	ygdB	fliT	gltJ	flgB	fliM	fliN	ppdC	hybG	hybO	flhB	fliK	gltL	fliD	flgG	fliJ	flgH	fliQ	hybA	fliH	yhjH	flgN	fliS	flgD	hybF	glpR	ydhX	ydhT	oppF	ydhU	cydC	fdnI	cydD	glpD	ydhY	hydN	oppC	lrhA	fdnG	yecR	oppB	moeB	oppD	moeA	oppA	fdnH	qseB	ydhV	ydhW	ytfE	hcp	yeaR	hcr	fnr	fdhF	ubiA	ubiC	focA	nuoN	nuoI	nuoJ	norV	nuoH	dmsC	nuoM	dmsA	nuoB	nuoK	nuoE	nuoL	nuoC	dmsB	nuoF	norW	nuoG	nuoA	ynfG	iraM	dcuS	rpmC	rplC	rpsQ	dmsD	rpsS	rplW	tpx	ynfH	rplD	dcuC	ynfF	ynfE	rpsC	puuA	rplP	narX	fumB	pflB	frdD	dcuR	frdA
0.1485571	0.6170610	0.0561819	0.4345521	0.6614920	0.2094460	0.1699978	0.3604460	0.0803981	0.5112357	0.2064853	0.0027999	0.1833375	0.1167381	0.0001896	0.0664783	0.1124107	0.4077485	0.0676752	0.4478154	0.7375656	0.6002091	0.5971979	0.0859344	0.3435143	0.0283427	0.1242145	0.0284141	0.2171578	0.5883320	0.2966755	0.2679368	0.5806377	0.6247881	0.6078973	0.6952957	0.4140851	0.2979617	0.4187643	0.3466772	0.7552862	0.6271250	0.6085637	0.0111392	0.8311725	0.3739577	0.3794307	0.4958578	0.2321294	0.1049112	0.4918760	0.7338246	0.1605125	0.1961157	0.4794661	0.1153433	0.5580472	0.8316997	0.2477822	0.7142977	0.6106556	0.6103206	0.6024329	0.7284665	0.6894669	0.3014648	0.6431612	0.6767487	0.5573493	0.5385751	0.3905029	0.3171598	0.2893373	0.1053270	0.4914568	0.6402479	0.3310466	0.7643478	0.7185609	0.5083081	0.4556404	0.1555232	0.4781215	0.4455465	0.5757106	0.5178265	0.1604456	0.6072833	0.5647643	0.4129503	0.4669490	0.3770820	0.0902894	0.5520044	0.2574213	0.2394013	0.5646031	0.6363037	0.3140127	0.3700509	0.3118539	0.0674939	0.2386249	0.5715208	0.3807241	0.0747084	0.3493397	0.6662954	0.0662051	0.1989203	0.2388240	0.4560663	0.3393805	0.4811595	0.4405819	0.1740110	0.6238965	0.2538291	0.0129927	0.1468021	0.5827540	0.1228382	0.7220974	0.1433635	0.0092374	0.5158399	0.4097688	0.4347360	0.1129750	0.6033951	0.6100478	0.4188620	0.5514293	0.2849235	0.3295116	0.4948831	0.2341356	0.7212676	0.0378110	0.6827789	0.0155793	0.5971226	0.0347195	0.6947485	0.5327388	0.5736241	0.7484389	0.1008963	0.0004853	0.3376847	0.6332224	0.6952337	0.4951972	0.3553712	0.5483152	0.0048980	0.0039611	0.6012992	0.2491949	0.4556568	0.2065456	0.4025171	0.4530652	0.2880121	0.5381106	0.0004850	0.7860401	0.4154458	0.2555571	0.2138621	0.0947797	0.1587762	0.2386700	0.5129114	0.2113304	0.7345522	0.0576473	0.4331466	0.1062386	0.1264065	0.0814693	0.2032457	0.5340180	0.1063793	0.2889532	0.1640877	0.0225538	0.4138881	0.2842836	0.1751224	0.3170885	0.2497400	0.8292626	0.3688099	0.7729983	0.1118577	0.6154036	0.1964787	0.1949278	0.1965679
0.1088811	0.7156748	0.0647299	0.3035861	0.6844623	0.4684047	0.2010371	0.2204503	0.1486899	0.5147065	0.1323898	0.0019729	0.1539375	0.1721133	0.1487081	0.0389355	0.0845349	0.4120954	0.0744528	0.3284757	0.7532187	0.7067720	0.5495588	0.0683425	0.4396646	0.0894946	0.0352987	0.0199423	0.0997350	0.4811867	0.2223292	0.2943847	0.6147614	0.7807350	0.6756729	0.7182415	0.5136994	0.2870371	0.4572454	0.2598127	0.7089562	0.6772119	0.5740057	0.5315763	0.7097039	0.5443897	0.2343329	0.4218571	0.1427624	0.3593485	0.2176897	0.5414582	0.0248058	0.1748932	0.6608723	0.1114169	0.7431715	0.5595832	0.1475883	0.7248649	0.5693055	0.5799006	0.5974697	0.4427158	0.8223790	0.5861975	0.4745388	0.4108557	0.6036217	0.7748715	0.5005996	0.3050871	0.2402439	0.1186284	0.1736828	0.5813466	0.4132710	0.6823706	0.5000820	0.5046469	0.5267898	0.0403112	0.3666361	0.5238602	0.6308541	0.5140957	0.0000368	0.6433613	0.3578839	0.4403647	0.3976365	0.4128788	0.2040705	0.4008152	0.2515327	0.4261215	0.5959961	0.4210991	0.0887382	0.0767718	0.3658515	0.0032361	0.2521115	0.6888224	0.3745402	0.1837339	0.2706066	0.6599530	0.0457774	0.0072364	0.1711078	0.3869507	0.3678660	0.1353900	0.2135649	0.1199447	0.6715755	0.0283109	0.0459877	0.3829526	0.6397765	0.0586107	0.5992184	0.2278557	0.0039565	0.6769696	0.2716154	0.4681543	0.0886805	0.2942403	0.6176094	0.3579848	0.7869308	0.2509666	0.0633782	0.4143613	0.4099164	0.6832017	0.1054510	0.7965131	0.0067102	0.7303357	0.0180993	0.4273676	0.3463830	0.6422045	0.8226430	0.1107791	0.0056959	0.2694406	0.6243869	0.6485854	0.4532322	0.3383297	0.7075423	0.0009882	0.0019106	0.5336688	0.1494482	0.2490975	0.4277506	0.2055017	0.3825493	0.3524858	0.6420888	0.0052104	0.8526714	0.4800216	0.4106132	0.3338710	0.4796955	0.3999911	0.6286443	0.2284795	0.2794740	0.7486943	0.0969895	0.5528899	0.1004567	0.0127708	0.1259473	0.3167575	0.3589770	0.1695040	0.4594555	0.0873615	0.1843906	0.3884628	0.6789331	0.1942862	0.0896388	0.2256911	0.3553783	0.5957899	0.6313807	0.0630741	0.5908126	0.2900517	0.1073087	0.0902230
0.1948717	0.7725459	0.1345863	0.3342839	0.4502432	0.2566645	0.1029729	0.3464068	0.0757473	0.5200903	0.3083292	0.0021388	0.0444305	0.1649882	0.1308540	0.0552263	0.1235694	0.4269874	0.0403995	0.5732758	0.6147920	0.5650635	0.5319878	0.1054954	0.3288631	0.0631673	0.0440749	0.0061022	0.1855279	0.6066775	0.1907119	0.2361902	0.4468421	0.5317883	0.4465287	0.5714491	0.2544000	0.1556040	0.4644325	0.5445707	0.4420936	0.4437179	0.6029952	0.2158388	0.3248190	0.5696053	0.4068354	0.2367343	0.1455944	0.4466770	0.4337987	0.5636720	0.0081278	0.3944806	0.7166771	0.2111670	0.2992275	0.6495159	0.5446856	0.5900087	0.6382047	0.1836073	0.5368683	0.5498827	0.3256677	0.3255589	0.5884416	0.3703032	0.1205333	0.4462621	0.2861310	0.3892461	0.2336811	0.0664176	0.3410760	0.3904808	0.3603367	0.7404636	0.4855305	0.2545881	0.5102393	0.1167701	0.4157632	0.5149236	0.3054113	0.6568446	0.1198836	0.4628561	0.5264306	0.3169243	0.0952236	0.2302217	0.1041178	0.4040490	0.0261503	0.3413351	0.6920959	0.5781618	0.1513729	0.2178405	0.4594306	0.4308438	0.0198839	0.5864774	0.1366372	0.1774822	0.1873421	0.7000560	0.1307314	0.0027438	0.3319726	0.5789177	0.7109811	0.2560795	0.3113111	0.2090504	0.4268026	0.2581399	0.0095634	0.1790238	0.5706480	0.0036105	0.7442683	0.2131785	0.0070227	0.7153971	0.3658739	0.6115091	0.1315536	0.4781222	0.2679746	0.6438624	0.7316553	0.0985093	0.0222362	0.0847575	0.2837234	0.5570904	0.2812381	0.6037587	0.0317106	0.7084450	0.0396917	0.4700709	0.5808133	0.6462387	0.7042239	0.2327954	0.3199029	0.0527254	0.5112711	0.5511370	0.2656434	0.2127601	0.5695748	0.0083195	0.0017343	0.5418988	0.5017594	0.3891851	0.3626021	0.5604440	0.1575172	0.2627646	0.7110548	0.0024620	0.8206100	0.2930800	0.4485818	0.4108105	0.0937931	0.2715510	0.3819096	0.3705996	0.1844656	0.6765136	0.0282449	0.5448118	0.0994301	0.0222686	0.0834926	0.0493784	0.4275797	0.1698795	0.1345058	0.1439039	0.0689001	0.3069234	0.5579984	0.1407594	0.0493137	0.2691471	0.5336286	0.2942756	0.6706098	0.0891366	0.6347680	0.3692478	0.0647117	0.3512362
0.2111272	0.6675116	0.1108074	0.1198867	0.5471430	0.1462382	0.1867026	0.2470210	0.0523152	0.6426961	0.2007661	0.0010157	0.2377063	0.0010700	0.0018000	0.0391382	0.1936686	0.3170992	0.1105293	0.2492299	0.6806927	0.5726032	0.6854587	0.3561657	0.2496466	0.0034116	0.0975181	0.0068105	0.2441073	0.4642023	0.1969316	0.3494696	0.5430423	0.6684138	0.5390930	0.6713744	0.4822741	0.5704059	0.1227558	0.3424855	0.6892533	0.6291763	0.4480595	0.2087151	0.6792809	0.5898151	0.5619580	0.3569577	0.3239851	0.2451078	0.7053839	0.5545994	0.0011999	0.1711034	0.7281570	0.3489578	0.5084887	0.7709258	0.3443753	0.6863954	0.6507834	0.4087166	0.6212627	0.4749540	0.6711777	0.2459476	0.4674540	0.4307814	0.3710516	0.5075554	0.4737599	0.2554973	0.1666338	0.1322429	0.4179980	0.6651522	0.2258624	0.8051081	0.3735358	0.4586604	0.7085906	0.0461144	0.3311024	0.4341369	0.4925896	0.6272010	0.0097445	0.5995536	0.5093210	0.4984777	0.4876269	0.5412601	0.0147926	0.4150174	0.1071951	0.1031670	0.7260774	0.5243044	0.1857842	0.0800898	0.4697011	0.0320830	0.1283486	0.5331793	0.2372051	0.0021640	0.0541242	0.6352560	0.0369999	0.0009867	0.2547279	0.4284023	0.2789703	0.1912272	0.4758098	0.0149269	0.6428779	0.1450416	0.0412642	0.1392119	0.4908948	0.3622153	0.6819632	0.1904997	0.0064745	0.6716433	0.3450122	0.5072264	0.1759486	0.6054312	0.3056603	0.4113375	0.6900788	0.2319795	0.1939759	0.2481531	0.2060010	0.7167310	0.1667801	0.5537109	0.0035356	0.4948422	0.0285064	0.3783194	0.3772718	0.4039759	0.8080199	0.1637056	0.0427747	0.0009921	0.5913121	0.5731037	0.3471852	0.2886199	0.5783991	0.0058277	0.0076243	0.5821849	0.2074339	0.2379848	0.3107823	0.3750465	0.2322176	0.3150919	0.6583027	0.0034291	0.5940582	0.5907161	0.3492838	0.3987925	0.2507461	0.4485324	0.3244480	0.4195805	0.2021450	0.3958816	0.1627027	0.6794137	0.1099145	0.0015019	0.0942038	0.1886761	0.1196042	0.0892359	0.2206612	0.1394289	0.0985773	0.0851609	0.3695700	0.0068147	0.2879137	0.2694449	0.5315952	0.2839991	0.9447423	0.0801508	0.5160552	0.1103188	0.2199272	0.1773964
0.2883628	0.6510228	0.0493224	0.0744512	0.7373701	0.3935669	0.1870160	0.3033892	0.1498889	0.5730974	0.2046079	0.0015152	0.2508176	0.1614714	0.0003849	0.0763421	0.1994610	0.5944371	0.1109438	0.2389996	0.6293224	0.6838782	0.5711963	0.2230893	0.4883928	0.1068013	0.0871580	0.0281218	0.2535962	0.7020100	0.3239090	0.3394107	0.6898487	0.6177817	0.6433010	0.4583018	0.5334411	0.2575457	0.2021784	0.2202440	0.4932806	0.5355096	0.6211153	0.1378823	0.6385732	0.3396684	0.6007565	0.7491269	0.1013927	0.2454767	0.5648213	0.8051551	0.1152050	0.2843277	0.7030805	0.2126330	0.5600431	0.6824479	0.5643257	0.6796883	0.6785042	0.5293766	0.5744939	0.6136425	0.8208641	0.6359113	0.7051414	0.4712350	0.3976544	0.6086815	0.7238796	0.2236974	0.3448559	0.2260913	0.3920701	0.9034961	0.4304497	0.5158333	0.7787107	0.5688593	0.5822183	0.1678411	0.3495755	0.4881166	0.7615125	0.6590344	0.0530520	0.6431157	0.5860204	0.4685229	0.5471276	0.3684352	0.2125919	0.4070100	0.3892728	0.4259620	0.5808014	0.5935236	0.3780852	0.4689404	0.5177788	0.4984052	0.4415466	0.6118445	0.4107906	0.1110604	0.2115762	0.8169347	0.1436349	0.0423235	0.3861957	0.4498041	0.4309901	0.5634833	0.8114831	0.3352826	0.7151347	0.3896123	0.1362996	0.2275830	0.5193530	0.2913665	0.6438798	0.3371773	0.0070550	0.4976353	0.2658510	0.7919019	0.1044152	0.6742438	0.3516189	0.5087908	0.7948158	0.5063786	0.1847788	0.5961595	0.2552346	0.8183185	0.0077890	0.7678124	0.0391107	0.2214988	0.0252752	0.2024890	0.4762892	0.4878502	0.6025505	0.3350831	0.2500932	0.1735288	0.5094219	0.6378319	0.2989310	0.4075984	0.6184180	0.0126345	0.0102943	0.2697077	0.3578667	0.1301640	0.5372187	0.3303767	0.0223149	0.3979800	0.6019093	0.0229768	0.4693179	0.2186188	0.4251150	0.2968931	0.0663823	0.2979727	0.0723288	0.4057635	0.1110881	0.3392154	0.5944561	0.4608518	0.3302394	0.1210253	0.2070367	0.4317886	0.4567596	0.1890606	0.3918520	0.1475055	0.1393978	0.1120152	0.3887463	0.0544197	0.1274779	0.4361581	0.5215106	0.6104635	0.6713578	0.3904709	0.6664281	0.5313444	0.0618449	0.4243610
0.2903818	0.6631238	0.0946166	0.2470022	0.7296467	0.4118848	0.0453947	0.3683334	0.0480095	0.6186225	0.1710026	0.0001092	0.1116670	0.1321915	0.1185562	0.0080090	0.3150785	0.3560859	0.0472075	0.4008227	0.7200765	0.7456010	0.3683008	0.4304227	0.5450123	0.0805881	0.1423228	0.0125928	0.1801329	0.6157763	0.2470318	0.3295274	0.6660042	0.6117089	0.6069039	0.7345446	0.5144332	0.3931908	0.6453177	0.5238745	0.6173343	0.6321646	0.3447272	0.0628285	0.6054700	0.3285332	0.4279873	0.4834049	0.1922234	0.3843511	0.3408688	0.6797575	0.1769675	0.3408120	0.6105448	0.6172257	0.6972288	0.6935622	0.1752893	0.7357813	0.6660284	0.5625843	0.5727709	0.5529959	0.6386391	0.4583968	0.4540758	0.4007611	0.4148834	0.6706073	0.4575116	0.2115196	0.3127525	0.4137921	0.4318515	0.8159046	0.3696402	0.4327168	0.6830811	0.3943276	0.5972168	0.0888603	0.4653143	0.3896050	0.4887139	0.6277360	0.0934609	0.6999110	0.5784643	0.5029118	0.5056538	0.3666872	0.0366484	0.5002521	0.2027611	0.1946046	0.5812211	0.5585298	0.1016783	0.0628461	0.3106402	0.0044473	0.1409704	0.6569691	0.2537791	0.0052956	0.0950289	0.6354597	0.1014296	0.0980500	0.1207896	0.3581634	0.3571227	0.1302426	0.2017264	0.1396416	0.6675284	0.0298543	0.1051372	0.1759323	0.4519050	0.4472999	0.7151652	0.1085791	0.0159506	0.5212993	0.5044570	0.6338692	0.1443756	0.6365589	0.4047779	0.1090115	0.6174853	0.3893753	0.1041059	0.3403577	0.1269133	0.7302911	0.0415434	0.7398809	0.0082282	0.7506355	0.0125719	0.4364377	0.3311974	0.5555949	0.4541440	0.3533749	0.2233267	0.0001033	0.7099470	0.6413775	0.3897457	0.2758452	0.5765563	0.0031599	0.0001673	0.7223827	0.1467796	0.3671656	0.1915583	0.3475158	0.0816700	0.3404007	0.6754732	0.0031851	0.5654148	0.4161886	0.0386024	0.3707400	0.0114444	0.1168424	0.1429579	0.3378129	0.0702560	0.8230770	0.0382208	0.5757035	0.2209507	0.1293076	0.0275737	0.2009375	0.2444870	0.2505784	0.1927744	0.1141476	0.2634777	0.3755614	0.4658302	0.0352084	0.3447166	0.0491492	0.6696006	0.3004972	0.5047767	0.0900577	0.6831508	0.1848880	0.0175657	0.1500406
0.3020266	0.4902594	0.1242733	0.1722422	0.7606002	0.1038005	0.1170455	0.3017120	0.1708523	0.6184814	0.1705755	0.0015822	0.3855047	0.0774072	0.1528045	0.0163923	0.1415139	0.3841072	0.1122173	0.3785158	0.4759730	0.6483032	0.5316437	0.2653929	0.3074190	0.3223650	0.3194139	0.0301057	0.4805706	0.8595462	0.1674629	0.1444876	0.7598945	0.5664672	0.7338855	0.5447588	0.4720445	0.3210178	0.4114321	0.2193088	0.7434341	0.5090797	0.5143339	0.2628175	0.6733740	0.0692918	0.4802085	0.6692271	0.4250473	0.2445128	0.5631761	0.5397886	0.1746243	0.2054028	0.6799068	0.3634448	0.9000485	0.6460908	0.6554954	0.7951470	0.5748368	0.5814092	0.6059599	0.7217231	0.7331211	0.5858021	0.7055468	0.4768437	0.5125305	0.5491910	0.5333725	0.1943179	0.3769943	0.2104281	0.5466648	0.6233828	0.4555349	0.6015114	0.4985582	0.7479912	0.6051128	0.4145220	0.5061210	0.4555678	0.6394096	0.7449769	0.2563199	0.5957187	0.5186446	0.4330074	0.5794478	0.5540829	0.0903003	0.5688490	0.2063657	0.4925818	0.5008690	0.5511491	0.5187273	0.4779059	0.3580921	0.4640488	0.3157171	0.7201209	0.2453480	0.1799699	0.2212740	0.7307801	0.1865373	0.4733834	0.3763149	0.4945113	0.6632644	0.4374515	0.7424921	0.0578138	0.5943601	0.4207254	0.2871522	0.3072280	0.4351889	0.1079945	0.5927285	0.3580570	0.1521531	0.5949409	0.3612583	0.6546923	0.1086390	0.7995627	0.5514519	0.1947300	0.5114020	0.2378019	0.3465730	0.4539783	0.1743759	0.7857390	0.0830027	0.8543728	0.0240039	0.3154592	0.0445902	0.2349013	0.5756243	0.1150479	0.7399244	0.6212305	0.2105739	0.1498354	0.5201794	0.4476112	0.4751361	0.3538622	0.7809947	0.0006837	0.0132878	0.6267736	0.4781747	0.2753955	0.1741619	0.5599790	0.0065249	0.4956407	0.5724512	0.2220301	0.5677411	0.1589361	0.0002471	0.2530417	0.2518770	0.1691402	0.0038363	0.4018793	0.0421339	0.3551261	0.2205413	0.7505626	0.4240517	0.1948046	0.1634343	0.1137229	0.1868172	0.0564777	0.2725330	0.0938112	0.2858469	0.5705189	0.3173655	0.1624056	0.1459939	0.4326403	0.6734056	0.4168417	0.5937182	0.3336099	0.8124449	0.1640911	0.5045977	0.4186751
0.1840766	0.6681189	0.0919848	0.0318142	0.6750142	0.4288575	0.0708955	0.3763863	0.1595839	0.5264825	0.2854681	0.0001473	0.1262697	0.0925382	0.2104943	0.0234760	0.0418108	0.4508263	0.0365516	0.5168043	0.7091935	0.6431162	0.5396214	0.1943608	0.3276253	0.0307385	0.0258335	0.0052485	0.1787838	0.3570623	0.2141314	0.2579911	0.5591260	0.5690641	0.6919495	0.5303286	0.3822652	0.2561553	0.4550453	0.6208232	0.6145787	0.6772051	0.4427171	0.0020844	0.7748124	0.5058590	0.4564709	0.4162914	0.3052501	0.3554887	0.5597411	0.6694883	0.1831370	0.4416431	0.8535769	0.1058101	0.5077976	0.7009200	0.3265413	0.7365291	0.6704636	0.4866948	0.5645486	0.5049904	0.6255738	0.5089849	0.5391384	0.3586533	0.2891181	0.6443871	0.4518252	0.3498959	0.3817699	0.1103496	0.5668846	0.6094647	0.3737904	0.6731197	0.5028192	0.4548936	0.4480071	0.0916214	0.4392668	0.5511863	0.6540849	0.6899883	0.3615349	0.5822424	0.5240084	0.4474027	0.3052862	0.3740889	0.2114746	0.4071699	0.1148145	0.1598884	0.4448454	0.5972110	0.1644416	0.0121031	0.2592831	0.2569201	0.1711431	0.6015308	0.4562324	0.0233523	0.1143715	0.7167683	0.0643667	0.0957854	0.3341777	0.4806016	0.3592316	0.3135914	0.4347631	0.3190671	0.6199303	0.4081690	0.0336959	0.2229304	0.5529918	0.1228476	0.6349709	0.1283180	0.0017515	0.5636406	0.1959760	0.7579546	0.2195428	0.3142489	0.3763027	0.0469004	0.8038372	0.3795951	0.1314337	0.1493970	0.2569827	0.6946322	0.3657649	0.5843554	0.0120091	0.6098049	0.0142774	0.4101236	0.3369353	0.5684966	0.7796702	0.2005988	0.3384920	0.0352243	0.5011381	0.6430605	0.4037057	0.1924792	0.4684850	0.0003555	0.0082428	0.6769884	0.3771904	0.3984551	0.2998276	0.4175224	0.4976707	0.1781268	0.5713178	0.0039624	0.4001391	0.3116177	0.2512620	0.4822407	0.1170103	0.4490530	0.1187873	0.3164995	0.2261000	0.3063931	0.2664263	0.6626778	0.0743459	0.0432632	0.0806965	0.3975432	0.4646565	0.1656868	0.1536002	0.2259755	0.2236365	0.5604546	0.3119345	0.0427906	0.0310327	0.6301296	0.5178640	0.3666231	0.7894966	0.4642624	0.5156992	0.2432489	0.1768617	0.3675136
0.2035630	0.6841619	0.0858112	0.3834961	0.7383512	0.1950926	0.1859164	0.3801094	0.0358278	0.5561845	0.2630197	0.0004542	0.0417994	0.1745667	0.2358255	0.0175308	0.4484915	0.1608105	0.0161017	0.4866466	0.6278361	0.7253589	0.2700224	0.0474008	0.2497511	0.0861621	0.2098576	0.0128870	0.2395072	0.6897955	0.2003635	0.3673008	0.4938274	0.7426489	0.5736900	0.7145660	0.5678731	0.0863573	0.5157666	0.6731726	0.4165332	0.6750592	0.5314701	0.1158819	0.7057194	0.2339100	0.5411760	0.3989516	0.4196313	0.6200683	0.3432790	0.5824614	0.1478917	0.1614622	0.6630600	0.2184856	0.5193325	0.6997461	0.2680043	0.6681328	0.5452399	0.6007357	0.7480947	0.5435302	0.6117429	0.6044863	0.5630665	0.3644097	0.4623631	0.5013883	0.4861819	0.2559299	0.3945773	0.2950652	0.6063507	0.5299613	0.5850224	0.4105110	0.5171002	0.6357589	0.6508724	0.1707789	0.3257319	0.3887892	0.6104797	0.5985410	0.0036446	0.7267289	0.6534612	0.7252964	0.5696808	0.3789415	0.3821351	0.3647769	0.3571780	0.2557757	0.5853853	0.3972092	0.4285240	0.0181266	0.5183116	0.3609267	0.3846877	0.6368962	0.4908617	0.0075472	0.1255222	0.7157058	0.0172358	0.1145167	0.3108357	0.6541806	0.5369561	0.2258600	0.5560402	0.0370112	0.6647422	0.2040985	0.2311937	0.0635575	0.4601576	0.1450301	0.5734562	0.0961426	0.0116300	0.7280940	0.5502843	0.8090783	0.1929104	0.5717336	0.4673987	0.0644046	0.5504613	0.2491332	0.1617267	0.3416457	0.2172829	0.7066138	0.0008484	0.6968700	0.0449280	0.4543290	0.0119365	0.4050190	0.3778366	0.2973966	0.4594869	0.1041396	0.4452626	0.0000718	0.6472848	0.4874152	0.2788843	0.2337093	0.7089159	0.0224449	0.0157611	0.3400050	0.1417680	0.3892266	0.2178992	0.5225792	0.0893172	0.3316389	0.5659130	0.1429401	0.6149727	0.3115005	0.0372859	0.2522955	0.2149018	0.5336998	0.0070158	0.5974483	0.0757082	0.6006995	0.3246708	0.7613099	0.3310611	0.1111913	0.0855426	0.0350560	0.3905361	0.0679746	0.2736563	0.1589750	0.2821192	0.4526984	0.4113695	0.4251646	0.0892837	0.0937998	0.6079246	0.4500609	0.6414497	0.1585111	0.5618598	0.4535858	0.0135652	0.1118333
0.2788468	0.8696364	0.0718333	0.5553252	0.7407891	0.3205082	0.0540763	0.3307971	0.0449727	0.5566599	0.2502158	0.0008777	0.3106364	0.1879783	0.0001640	0.0363586	0.0877351	0.2984648	0.0758838	0.2705004	0.6670146	0.6200874	0.3894225	0.0197006	0.2072388	0.1512290	0.2082383	0.0472820	0.2098875	0.5385251	0.2714284	0.2124211	0.6705797	0.6754354	0.6522781	0.5580841	0.5277126	0.2669460	0.2867957	0.4045184	0.6394682	0.6832908	0.5301489	0.2513466	0.5300053	0.3985530	0.3538285	0.3965034	0.3673029	0.4212462	0.4370398	0.6367238	0.0205360	0.2187097	0.7977989	0.1817435	0.5867646	0.6654937	0.5419534	0.6947462	0.6833784	0.6211417	0.7406773	0.4802688	0.7537249	0.4695054	0.6140752	0.3785469	0.3694886	0.5918044	0.5626011	0.1691094	0.3694006	0.3064655	0.4043383	0.5799259	0.5079743	0.5852687	0.6749103	0.6668037	0.5283303	0.2772396	0.4052677	0.5779369	0.6648687	0.7857752	0.1499048	0.6929989	0.6224172	0.4456180	0.5562930	0.6299238	0.3187519	0.4989565	0.2783610	0.5354687	0.5308507	0.6565372	0.4141658	0.6147095	0.5738940	0.6174731	0.4687665	0.7801703	0.3772400	0.1620776	0.3823235	0.6674958	0.0055467	0.0228363	0.4344763	0.7710761	0.5202626	0.4979715	0.6117157	0.3226328	0.7034582	0.4308901	0.0901780	0.2764297	0.5439271	0.3887654	0.7336349	0.2934205	0.0098341	0.4874999	0.3550392	0.6386579	0.1890829	0.6468527	0.3715946	0.4865241	0.6015169	0.2842846	0.1035860	0.5961891	0.2030711	0.5963414	0.1435758	0.6646324	0.0376267	0.7137501	0.0087288	0.2018251	0.3661506	0.5843059	0.6481852	0.2847674	0.1966864	0.0470757	0.5074118	0.4889140	0.1817689	0.4664105	0.4893090	0.0001448	0.0015309	0.7486593	0.1825095	0.3165040	0.1846338	0.5906803	0.0666905	0.2445797	0.6065372	0.0228802	0.4710755	0.3030844	0.1769280	0.2476550	0.2698934	0.3872693	0.1293216	0.2004185	0.1442755	0.6425053	0.1168737	0.5190770	0.2135981	0.1211089	0.0855935	0.0314083	0.4293074	0.1593823	0.1286354	0.1026310	0.0744501	0.1120335	0.3774104	0.2346352	0.2118605	0.3725075	0.7405725	0.3504004	0.5082503	0.5811658	0.5615976	0.1013716	0.0220274	0.3174873
