glpT	glpR	glpX	glpF	glpK	glpD	glpQ	glpC	glpB	glpA	flhD	flhE	flhC	flgC	fliS	ygdB	fliH	fliL	flgB	ycgR	fliG	flgN	gltI	fliI	fliO	fliF	gltL	flgG	fliR	flgD	hdfR	flhB	ppdC	fliK	ppdA	fliM	fliJ	recC	flgA	flgJ	flgI	fliN	gltJ	flhA	ppdB	fliQ	fliT	flgH	ygbK	fliP	flgM	gltK	flgE	fliD	yhjH	flgF	fliE	qseB	yecR	lrhA	hydN	mdh	fliY	hypF	fliZ	fliA	mglB	ccmD	ccmA	ccmC	mglA	ccmH	ccmB	modE	ccmE	narP	ccmG	ccmF	napC	napA	napF	napD	napH	narL	napB	napG	iscR	nrfG	nrfE	nrfB	nrfF	nrfA	nrfD	nrfC	hyaA	hyaE	hyaC	hyaF	appY	hyaB	hyaD	ydhT	fdnH	ydhV	fdnG	fdnI	ydhY	ydhU	ydhW	ydhX	hcr	yeaR	nsrR	ytfE	hcp	yoaG	fdhF	hycC	hycH	fhlA	hycA	hycE	hycD	hycG	hycB	hycI	hycF	hypA	hypD	hypC	hypE	hypB	fnr	dmsC	norV	dmsB	dmsA	norW	norR	dcuS	pheM	rplT	ynfE	ynfG	ygbA	ynfH	narX	ynfF	dmsD	nikE	nikR	nikC	nikA	nikD	nikB	moeB	frdD	moaE	cydD	dcuA	frdC	dcuR	frdA	frdB	dcuB	fumB	moaA	moaD	cueR	moaB	moaC	aspA	moeA	cydC	hyfB	hyfI	hyfC	hyfR	hyfH	hyfG	hyfF	focB	hyfE	hyfD	hyfJ	hyfA	hmp	nirC	nirB	nirD	cysG	aceE	narK	ubiC	adhE	ubiA	aceF	wzxE	rpsI	yeaE
0.1768003	0.6358822	0.0861144	0.1495212	0.1792397	0.0214908	0.1328293	0.7630067	0.3657193	0.3016328	0.4817120	0.5664484	0.3227356	0.4815117	0.6069711	0.1696595	0.6943984	0.5289779	0.2655812	0.4158830	0.5560607	0.5783780	0.0825251	0.7981295	0.4293096	0.5654317	0.6091389	0.2723606	0.0468123	0.6998641	0.5037107	0.1506206	0.5565546	0.2881978	0.3497523	0.0236838	0.6114106	0.4384154	0.3427207	0.8364717	0.3774427	0.3073369	0.7235426	0.5028668	0.4382893	0.3463767	0.2254500	0.3411013	0.5327319	0.4206854	0.3380867	0.1097317	0.5028430	0.6570624	0.6572143	0.4330271	0.6354497	0.5128273	0.3184840	0.5942160	0.4776590	0.2661386	0.6581470	0.5594576	0.4567517	0.4403800	0.1061331	0.5623377	0.4401939	0.6348721	0.3381999	0.0519435	0.7381405	0.6751487	0.4406441	0.4963487	0.7142194	0.3693952	0.2991873	0.4892305	0.4304979	0.5055668	0.7712252	0.4340862	0.3615795	0.2334480	0.6245734	0.6130582	0.5437762	0.3995973	0.2769539	0.3204052	0.5211065	0.6633401	0.3980836	0.1540168	0.1437832	0.4683938	0.5299350	0.4068499	0.2721615	0.0139296	0.0069559	0.5954573	0.1957854	0.6531961	0.3307503	0.4443733	0.5701687	0.2662922	0.5592122	0.6753116	0.2308363	0.6092759	0.4117642	0.6497229	0.4014226	0.3834376	0.4949898	0.6451403	0.3152188	0.6781254	0.6089912	0.4406325	0.6791410	0.0569132	0.4904509	0.4493119	0.6069920	0.4469446	0.4738849	0.6661366	0.7255458	0.0475285	0.6053699	0.6708006	0.3735408	0.4642030	0.4608291	0.0322134	0.4626029	0.0003431	0.2334168	0.6538509	0.0303817	0.0082665	0.0208320	0.2053142	0.0522421	0.1580563	0.5156997	0.1619717	0.4336943	0.5599015	0.1685446	0.0866000	0.3605256	0.6163214	0.2864389	0.3924254	0.7204906	0.3154399	0.3882669	0.3233761	0.2605948	0.5108492	0.0020217	0.0323748	0.7618209	0.5968681	0.0079538	0.2581161	0.0934623	0.4161266	0.3908190	0.2687244	0.0000866	0.1443119	0.1287886	0.0024874	0.3546081	0.4799466	0.1915609	0.2331701	0.4319107	0.0234160	0.0326427	0.4900625	0.7865807	0.6490306	0.4121214	0.2715383	0.2936336	0.1741050	0.3249051	0.1279651	0.7676938	0.5073377	0.0344832	0.6217094
0.2818063	0.5110783	0.4671724	0.2091167	0.5354496	0.0182284	0.0880766	0.3588401	0.6316040	0.3277163	0.6143702	0.4854701	0.1517391	0.4905177	0.5977872	0.1767363	0.4782469	0.3946743	0.0491096	0.3621709	0.3392914	0.4694923	0.0049752	0.6675625	0.4436975	0.6164091	0.1774034	0.0745754	0.0030967	0.4387454	0.8584126	0.2369266	0.5043736	0.0674722	0.3063324	0.3639590	0.5620886	0.4627772	0.3595093	0.5936357	0.1533805	0.2495609	0.4052716	0.6370950	0.2749058	0.2862733	0.0061087	0.3851497	0.4262331	0.1483794	0.4275897	0.2237581	0.6169159	0.4027223	0.4537531	0.3375476	0.5749535	0.6596788	0.2668170	0.5716221	0.4581062	0.3657957	0.3259924	0.3858091	0.3274188	0.1053672	0.2024140	0.6258248	0.4909100	0.6974894	0.2879544	0.0013026	0.6423332	0.6976909	0.4391961	0.5881630	0.5923700	0.7258494	0.4444861	0.5006335	0.7206723	0.5160235	0.6300478	0.5137279	0.2677129	0.0248134	0.7247516	0.5432511	0.7239885	0.5698903	0.6417520	0.3919008	0.6035711	0.6910138	0.3519428	0.1635691	0.0905870	0.3332220	0.6356468	0.3847395	0.1252143	0.0180811	0.1195223	0.4727045	0.4910850	0.7781157	0.4882122	0.4310578	0.6108923	0.1311554	0.5837868	0.6582033	0.8472581	0.4688365	0.5005138	0.2742140	0.5112412	0.4731582	0.1581625	0.3294739	0.0009718	0.4962029	0.1527740	0.3144287	0.1649667	0.1662052	0.2897849	0.1412337	0.2737251	0.4128632	0.3203113	0.1179617	0.7095679	0.0309289	0.3482756	0.3336668	0.2706920	0.1679130	0.1737231	0.2876546	0.0381489	0.0000079	0.1840058	0.5229886	0.0528425	0.0139101	0.0031220	0.4616781	0.0189203	0.4783677	0.3193621	0.0130651	0.4166906	0.5395870	0.5222923	0.1818782	0.5067863	0.4804408	0.2313971	0.3676067	0.2496412	0.3864458	0.5167856	0.5326885	0.3464216	0.3682931	0.2040097	0.2472907	0.4713955	0.6826288	0.0646032	0.6193192	0.2929828	0.4511490	0.1591070	0.0055199	0.0002905	0.0362863	0.1182300	0.0958391	0.0897822	0.1039818	0.0014397	0.0012594	0.4240309	0.0000855	0.0128128	0.6383816	0.7201482	0.5947389	0.5030268	0.2216532	0.4263893	0.1321161	0.5266315	0.1249098	0.5063068	0.0127651	0.0570945	0.2769007
0.4377053	0.5488583	0.4009318	0.3711191	0.3381551	0.0108205	0.2681726	0.6240771	0.4680352	0.3351115	0.7476316	0.3861047	0.1580428	0.4331783	0.6663904	0.1001494	0.4305510	0.3925756	0.0582337	0.4435144	0.5589982	0.3995179	0.0849413	0.7056796	0.2814484	0.6324670	0.3465568	0.2109025	0.1973516	0.4454583	0.6964479	0.2182609	0.6170426	0.1179103	0.5552799	0.1436763	0.7099351	0.5319929	0.3715543	0.6942274	0.2345766	0.3724957	0.3707293	0.4855859	0.3101668	0.3046744	0.0133129	0.2334120	0.5087309	0.1980594	0.0734822	0.2642741	0.5141280	0.4627921	0.5653239	0.3671914	0.6756244	0.6850337	0.2898801	0.6383568	0.4085205	0.4327405	0.2701770	0.2367643	0.6329720	0.1081061	0.1279965	0.7147100	0.5506677	0.8639732	0.4763068	0.2803190	0.6754697	0.7410536	0.5606483	0.5658581	0.5842872	0.5333298	0.6649610	0.4625440	0.6065155	0.7061389	0.5638139	0.2514474	0.3374201	0.2963125	0.7880763	0.6402999	0.6380226	0.5745347	0.3350755	0.1298413	0.2845426	0.5599833	0.3554011	0.1285137	0.3032372	0.3338885	0.7283715	0.4469373	0.1177944	0.0024423	0.0213115	0.4643240	0.1322295	0.1611912	0.6796967	0.3868094	0.1518310	0.5136143	0.5985217	0.7115027	0.7552885	0.4096339	0.4808945	0.5228072	0.4565145	0.5649342	0.0857362	0.3837812	0.0602358	0.3823520	0.1692714	0.3291594	0.2522907	0.0003370	0.4372610	0.2213205	0.4593203	0.4890661	0.4796296	0.1011287	1.0000000	0.1014768	0.4804954	0.5387461	0.3254168	0.5395132	0.3478332	0.0790467	0.0252158	0.0000699	0.4044297	0.6960660	0.0700343	0.2340425	0.5022004	0.0002229	0.0041221	0.0782033	0.6160092	0.1365195	0.2350566	0.6365015	0.4521251	0.0063954	0.5282703	0.7010842	0.0503481	0.4546006	0.6947388	0.5812547	0.4823437	0.4026410	0.6735075	0.5667735	0.2839030	0.0000488	0.8721337	0.6219427	0.0085596	0.1841005	0.0214877	0.6735289	0.1669614	0.1415665	0.0765039	0.1619850	0.1191189	0.1420220	0.1230082	0.2186925	0.1924574	0.0495888	0.3213997	0.0249739	0.0579733	0.5709328	0.6502663	0.6811807	0.2931347	0.3023287	0.1362882	0.2172998	0.2291613	0.3994482	0.7087913	0.0370477	0.0672417	0.2962987
0.1886541	0.7489054	0.1556096	0.1176161	0.3410122	0.0097120	0.1578823	0.4553931	0.2973725	0.2513415	0.7698284	0.3498946	0.0555474	0.5611106	0.6648053	0.0021060	0.3518552	0.3643615	0.0166747	0.5528201	0.4753841	0.3051809	0.2321064	0.6870590	0.4927809	0.5282400	0.1042406	0.0029059	0.3840468	0.5965430	0.5852355	0.2799572	0.4364056	0.3446829	0.3824818	0.0064978	0.7118024	0.4503165	0.3448180	0.6887594	0.4193809	0.3603005	0.6355368	0.4134424	0.3450725	0.3158488	0.4491907	0.3452983	0.5928336	0.3353288	0.0763956	0.3683535	0.4573222	0.4505028	0.6026201	0.4078855	0.5376771	0.7018885	0.3114077	0.7679215	0.3746801	0.3230602	0.3292747	0.3839661	0.2443663	0.1247406	0.3953287	0.5690592	0.5730549	0.5491512	0.4389369	0.1397360	0.3311208	0.5604694	0.5779307	0.6912455	0.8227545	0.6282475	0.4828386	0.5270324	0.5520194	0.5223806	0.5704762	0.4377548	0.3348676	0.3795116	0.5425028	0.6334983	0.5922264	0.5474156	0.4003914	0.6011588	0.3226500	0.6658077	0.3343216	0.1897012	0.2852422	0.2992709	0.6737055	0.2631046	0.1787805	0.0206686	0.0194311	0.5939983	0.1865430	0.6073364	0.6089458	0.4765534	0.5552383	0.2465859	0.6770719	0.6910918	0.5414143	0.5946184	0.2646995	0.6997210	0.4680437	0.5837934	0.1325766	0.5472884	0.1745339	0.4702516	0.4129103	0.4520534	0.3710438	0.0047890	0.4891770	0.4525401	0.3639211	0.6492906	0.1874108	0.1778190	0.6799417	0.1920439	0.6378246	0.4048514	0.4622350	0.3656409	0.2682784	0.0311401	0.0428353	0.0557044	0.2562853	0.6657062	0.0773156	0.0024655	0.2022488	0.1285721	0.0026762	0.5181677	0.4155890	0.1302696	0.4861561	0.7210103	0.1140968	0.0500806	0.4881071	0.6193128	0.0765120	0.2109320	0.6300238	0.4404456	0.7433782	0.2770364	0.1904416	0.5791078	0.0030179	0.2377051	0.1840317	0.5990325	0.4705458	0.3966588	0.3139475	0.5969356	0.0967346	0.1360633	0.0025593	0.0117648	0.3877134	0.0291583	0.1089372	0.0930502	0.1220696	0.0064151	0.1205005	0.0001273	0.0070806	0.7905881	0.5229867	0.6815645	0.4528675	0.2399770	0.3486213	0.1683121	0.2091356	0.1877312	0.6400241	0.0201882	0.0446269	0.3654824
0.1038618	0.7148093	0.0820960	0.1768230	0.2904282	0.0085063	0.5757173	0.5043136	0.3277816	0.1533806	0.6399937	0.3952246	0.0358221	0.3509516	0.4465363	0.1073449	0.5463898	0.3565291	0.1572848	0.2598350	0.3313810	0.3813110	0.0563920	0.8639398	0.3238289	0.6466222	0.0074614	0.0010596	0.0028317	0.6172547	0.7409227	0.1857695	0.3844528	0.1698089	0.4627487	0.1743547	0.5211508	0.4093919	0.4115019	0.3842388	0.4488333	0.2898666	0.5849600	0.6735712	0.1375630	0.3629213	0.0295032	0.4853764	0.3777956	0.2208272	0.4409093	0.2496484	0.6211188	0.0162392	0.6923680	0.2665088	0.1400064	0.5882753	0.4251556	0.7505963	0.4891155	0.5512751	0.0085023	0.2124546	0.5418189	0.0205223	0.5115795	0.6026463	0.5507139	0.5695122	0.5165671	0.0155354	0.7011198	0.6686397	0.3980082	0.4664720	0.7684322	0.6920375	0.4566723	0.5588723	0.5954250	0.5211375	0.6705248	0.4622604	0.4752561	0.1285400	0.7355959	0.4600034	0.6267711	0.4624001	0.4367447	0.3431877	0.4083285	0.3960666	0.1307416	0.2006714	0.0907905	0.4375437	0.6278761	0.2002373	0.0456269	0.0075160	0.2409728	0.5122764	0.2695742	0.4611113	0.5312427	0.2285621	0.5694611	0.5505841	0.5515071	0.6582317	0.6639436	0.3018679	0.4144912	0.2817808	0.4663200	0.3786614	0.2643656	0.3316748	0.0152277	0.4150905	0.2740950	0.4213907	0.2019112	0.0037071	0.5543458	0.1849882	0.2559871	0.3768088	0.3480618	0.1802224	0.7298146	0.0332587	0.5935712	0.8055614	0.3487292	0.3207845	0.2545801	0.2751998	0.0429328	0.0003703	0.0379334	0.5510431	0.0632591	0.1484516	0.0009016	0.1202116	0.0001609	0.4836733	0.6551171	0.1422936	0.0601060	0.7829243	0.3559638	0.0231308	0.4561773	0.5273863	0.0591748	0.3570993	0.4273962	0.4787964	0.4060660	0.2674765	0.2933106	0.5883322	0.0009998	0.2028665	0.5284281	0.6075967	0.0498389	0.2033715	0.2742976	0.4943257	0.3142262	0.0686453	0.0020674	0.1672693	0.1450970	0.0022491	0.0700448	0.7534940	0.0199893	0.0154265	0.0040011	0.0961972	0.0074567	0.5335697	0.6152243	0.5719309	0.5210249	0.3553378	0.4197931	0.0238838	0.4071189	0.0547299	0.4482488	0.0359778	0.0328563	0.3494208
0.4133233	0.6516038	0.0503262	0.2172158	0.2473999	0.0007998	0.3481667	0.5755285	0.2539954	0.4150363	0.6699395	0.4044058	0.1746724	0.4052797	0.6092725	0.0767936	0.3870560	0.3009621	0.0249060	0.2892116	0.4312132	0.3821157	0.0405321	0.6356953	0.3874391	0.6867775	0.1592596	0.0536683	0.0117476	0.4436156	0.7846660	0.2248757	0.4565467	0.1026545	0.4606246	0.1709907	0.7709693	0.6858117	0.3584823	0.6604424	0.3971929	0.3127473	0.6643222	0.4947901	0.4459563	0.4850257	0.0592402	0.2847755	0.4098700	0.2707219	0.0559681	0.2080986	0.4987333	0.4438286	0.5769755	0.4274288	0.6994271	0.4156344	0.2885548	0.5893439	0.3477452	0.5401344	0.2903322	0.3439721	0.2830622	0.2106391	0.1456880	0.5892773	0.4815455	0.7293104	0.3694714	0.0779489	0.6080722	0.4617366	0.4696742	0.7056288	0.6251404	0.7181942	0.2707202	0.4188394	0.6949835	0.5224664	0.6849148	0.5819108	0.4756541	0.0649164	0.5848110	0.5965422	0.7238153	0.7851015	0.2946379	0.1060852	0.4928618	0.5252617	0.2622176	0.0970678	0.3975776	0.3581109	0.7480101	0.2458312	0.0381819	0.1078346	0.0157167	0.4232620	0.2476964	0.7544802	0.6209049	0.2278509	0.6169303	0.5071312	0.5810774	0.5675987	0.7240463	0.5262093	0.2721760	0.6828366	0.3376780	0.3702747	0.2004521	0.4260675	0.0157563	0.4306084	0.5114629	0.3766027	0.3132491	0.0924388	0.3292699	0.4483742	0.3255737	0.5403365	0.2570645	0.0813499	0.7844309	0.2522803	0.4026469	0.6170765	0.4135331	0.3186382	0.2920233	0.0222773	0.0569882	0.0916368	0.2227284	0.4210849	0.0520725	0.0668049	0.0072236	0.0001510	0.0016336	0.4690880	0.3209104	0.2865439	0.3158631	0.5953918	0.2934235	0.2104779	0.2506555	0.4301956	0.1348137	0.1032733	0.5219454	0.4822394	0.5466187	0.4908629	0.2818147	0.7126421	0.0000574	0.1611916	0.6959222	0.4178375	0.0953944	0.1984399	0.1401697	0.4748713	0.3124259	0.2729967	0.0021866	0.0480807	0.1869087	0.0588101	0.1201198	0.1527755	0.0077562	0.1553223	0.1253562	0.0075214	0.0032182	0.4928798	0.7472279	0.6477553	0.4588638	0.3081457	0.3704021	0.0947359	0.5278551	0.1482920	0.6049449	0.0414008	0.0111560	0.2905294
0.3993775	0.7693201	0.0841751	0.1403287	0.2898826	0.0111254	0.0389127	0.7689053	0.3000749	0.2043620	0.6299393	0.8801643	0.2289532	0.4789043	0.6831846	0.1007488	0.4249871	0.3722249	0.3817949	0.5966901	0.3965613	0.3264166	0.0091897	0.7292195	0.3496652	0.6593287	0.3790384	0.0017556	0.0087441	0.3965921	0.6964180	0.2784381	0.3326240	0.0696858	0.3751957	0.1560845	0.7286713	0.4666001	0.6140774	0.6989564	0.3828040	0.2916700	0.5026689	0.5078008	0.3628680	0.2762532	0.1679963	0.2668112	0.6032477	0.2620326	0.0387502	0.3672244	0.3787316	0.4968881	0.7268179	0.4065544	0.6288852	0.6398938	0.5024424	0.9907943	0.3178757	0.3687175	0.2880347	0.2793134	0.7367460	0.0587095	0.2145478	0.4572917	0.5733658	0.6815082	0.4786196	0.0393679	0.6400095	0.6949511	0.4615624	0.6047941	0.7420203	0.4746000	0.5660323	0.6475967	0.6495222	0.5222774	0.4621238	0.5319477	0.2540063	0.2610976	0.6489869	0.4494961	0.6909267	0.5591296	0.2955821	0.2615609	0.6161781	0.7068549	0.2940100	0.1632106	0.3800347	0.3649128	0.6807436	0.3837952	0.0309607	0.0001774	0.0118280	0.3134154	0.2913325	0.5261518	0.4919184	0.5462099	0.5108417	0.5378973	0.6460639	0.6197663	0.5827128	0.5578016	0.4284275	0.3615694	0.4254750	0.3910875	0.1585934	0.3627688	0.0799036	0.3901285	0.5588830	0.3919811	0.2923541	0.0005607	0.6069166	0.3408936	0.2045237	0.4258057	0.2702053	0.1941958	0.7099163	0.0584666	0.3723042	0.7688641	0.3893101	0.1787803	0.1812779	0.0604821	0.0289971	0.0965262	0.0558980	0.4245719	0.0462892	0.0006947	0.1079261	0.3699894	0.0024816	0.3415332	0.4870483	0.3099923	0.3132019	0.2203944	0.5295531	0.0348421	0.2673014	0.5442727	0.3957547	0.2431970	0.0774223	0.0782015	0.2649898	0.1332000	0.1563557	0.6859910	0.3933539	0.2243060	0.7042101	0.5140108	0.0054580	0.5373054	0.0124356	0.4026439	0.1856854	0.0506961	0.0004449	0.1852735	0.0587258	0.1068353	0.0447097	0.2324561	0.0771550	0.0428495	0.0033345	0.0948630	0.0554609	0.4667870	0.7087861	0.5091755	0.4741580	0.1946818	0.2618431	0.1765791	0.5964193	0.0822511	0.6368041	0.0407475	0.0228462	0.3040420
0.3802834	0.6479001	0.1098599	0.2057467	0.4014340	0.0170200	0.1808914	0.5615853	0.2405784	0.2078250	0.7542479	0.6262165	0.1513350	0.6012920	0.6871148	0.5936395	0.5733755	0.5811626	0.0652779	0.3733284	0.4784402	0.2863693	0.0191001	0.6812343	0.5457501	0.5794225	0.4375637	0.0046579	0.1597657	0.4664062	0.5352195	0.2643260	0.4088543	0.3638414	0.4026942	0.0144248	0.6237826	0.6529301	0.3233738	0.7101096	0.3798193	0.2139665	0.3583641	0.5995459	0.3802221	0.5715484	0.0994905	0.3908826	0.4819075	0.3258647	0.1067555	0.5518003	0.5013654	0.5129667	0.5262568	0.4840266	0.6863083	0.7551797	0.2517164	0.5642370	0.3567486	0.2993974	0.2772789	0.2290123	0.2977574	0.2874947	0.2017290	0.6280366	0.4369327	0.6994014	0.3926312	0.0004938	0.3753634	0.6554624	0.5124933	0.7024159	0.7321971	0.5473604	0.6992557	0.3164555	0.5801785	0.6521228	0.7092234	0.4509409	0.4193274	0.1575358	0.7787362	0.6613949	0.6036949	0.6590404	0.3886569	0.2547629	0.4719200	0.6219526	0.2710458	0.0283675	0.1002485	0.4418501	0.7160816	0.5581917	0.0626823	0.1690848	0.0034838	0.4666464	0.3244548	0.7280358	0.5693597	0.4673671	0.3611756	0.2644561	0.7307855	0.5412999	0.7743962	0.3646227	0.2850333	0.2421011	0.3770356	0.6631039	0.0212261	0.3082927	0.2713686	0.3833197	0.5255014	0.2796763	0.1664784	0.0023322	0.5302762	0.1894858	0.1872593	0.5382409	0.2277867	0.0503593	0.5809226	0.2388979	0.4008066	0.7107997	0.3050193	0.3658228	0.1555649	0.0136354	0.0695088	0.0865097	0.3422161	0.5553618	0.0944876	0.0013041	0.0108260	0.4058407	0.0087972	0.2911705	0.3851818	0.2709556	0.1431510	0.5119446	0.0791443	0.2003624	0.5014161	0.6821321	0.0292381	0.3804252	0.6750212	0.4226765	0.4226781	0.4584258	0.2062780	0.7666401	0.0479524	0.0000751	0.6847680	0.7105964	0.0025908	0.3396679	0.1563553	0.3970889	0.1164821	0.0009533	0.3678797	0.0858588	0.0080591	0.1708254	0.0104830	0.0360631	0.0251694	0.3243977	0.1678145	0.0887953	0.0718983	0.5800516	0.6342152	0.8416683	0.3641853	0.1611072	0.1724317	0.0682142	0.5472998	0.1518488	0.5480060	0.0068580	0.0504657	0.3536983
0.5672881	0.7959831	0.0677682	0.1258798	0.2528805	0.0130224	0.6459804	0.5910859	0.4597480	0.1692252	0.7045325	0.4654708	0.1044738	0.4176790	0.5936081	0.0708226	0.5680672	0.1256939	0.2344154	0.4484539	0.6253489	0.2390999	0.2522949	0.7082187	0.2883130	0.6038677	0.0090343	0.0007350	0.0000621	0.5967866	0.6726822	0.3342708	0.5052650	0.1553300	0.2506554	0.0008927	0.6863374	0.3707012	0.4498896	0.6521362	0.2464616	0.2636530	0.6663151	0.3546897	0.2579887	0.3105776	0.0490487	0.3211103	0.4791476	0.1307874	0.0040974	0.3020838	0.6475074	0.0877584	0.4770791	0.4019135	0.2023335	0.6998670	0.3407249	0.6567199	0.3373959	0.4922107	0.0211355	0.1956781	0.2960962	0.0581877	0.4737280	0.4352728	0.5264732	0.7369019	0.3215994	0.1122517	0.4381530	0.7319200	0.6593426	0.7117683	0.6318368	0.2003207	0.6195332	0.4427598	0.6959140	0.7248528	0.6516083	0.6082406	0.4956967	0.1407039	0.4289465	0.6549664	0.5965748	0.6267297	0.3037075	0.3143960	0.3786338	0.5088553	0.0035698	0.1662441	0.1156283	0.3208717	0.6719944	0.3727744	0.0004807	0.0277204	0.2806208	0.0681741	0.4101340	0.7090515	0.3058772	0.4778958	0.3984729	0.3834737	0.6597402	0.5056309	0.5703135	0.3946582	0.4348999	0.4282076	0.4678703	0.6113164	0.1609136	0.5511668	0.3932233	0.6065219	0.2825286	0.2995376	0.2453118	0.0484646	0.5952514	0.3714903	0.3381686	0.5842584	0.4692337	0.2129484	0.5909170	0.0257225	0.7352099	0.7300642	0.1273999	0.3598784	0.3762828	0.0044878	0.0400823	0.0827538	0.0292067	0.5413700	0.0560662	0.0001525	0.1711973	0.0682578	0.2016809	0.2160759	0.4070975	0.0155079	0.3593717	0.6633284	0.1308979	0.0270693	0.1644926	0.4063070	0.3118215	0.2318730	0.0133212	0.0092448	0.2232853	0.2836442	0.0401620	0.5617669	0.0783413	0.1571414	0.5755576	0.7197563	0.0137179	0.6708733	0.0292247	0.4758796	0.4144259	0.1514028	0.0004495	0.0783175	0.2128009	0.1376609	0.0550258	0.1484928	0.0007542	0.0187794	0.1641566	0.1623182	0.1036252	0.5135177	0.6979768	0.5769715	0.5471258	0.3475668	0.4148504	0.0873861	0.5368900	0.0623183	0.9348542	0.0086504	0.0200087	0.3117965
0.2873209	0.7993694	0.0944487	0.2254748	0.3188922	0.0004605	0.4268055	0.5844804	0.1736814	0.3557471	0.7741729	0.5529310	0.1043423	0.4713073	0.5275452	0.1628701	0.4170343	0.1195482	0.0054140	0.5036345	0.3890629	0.2587748	0.0646458	0.7092603	0.3405681	0.6287039	0.2197325	0.0005483	0.0035471	0.3996647	0.5359585	0.1749636	0.5436708	0.2508065	0.3558769	0.1742504	0.5932561	0.4179543	0.3158184	0.8532585	0.5316123	0.3117474	0.4960172	0.4034475	0.1564718	0.3498148	0.1002058	0.2784526	0.4258677	0.5368512	0.4074365	0.3022596	0.5272467	0.1300463	0.4412041	0.2946064	0.6818377	0.5214526	0.2923523	0.6170892	0.5084376	0.4172144	0.1814533	0.3663572	0.5541838	0.1044694	0.3500022	0.5594150	0.5328621	0.7075890	0.4609141	0.2681347	0.7702252	0.4177048	0.3323948	0.6007554	0.7465679	0.6012637	0.4225823	0.2677638	0.6062395	0.4951511	0.6761430	0.5771993	0.1469202	0.1961701	0.5262013	0.5802620	0.5990333	0.5413732	0.2953665	0.4795546	0.3431015	0.5540895	0.2941406	0.1372231	0.0560108	0.1987935	0.7023825	0.1740700	0.0832759	0.0085621	0.0581713	0.4142462	0.4359242	0.6568728	0.2378247	0.3760175	0.8175811	0.0527652	0.7572522	0.7357295	0.5411557	0.5870192	0.4856055	0.4150892	0.3818673	0.5896602	0.1484497	0.5293202	0.0537748	0.5859554	0.4001315	0.6456812	0.4700953	0.0999621	0.5201754	0.4873499	0.3544941	0.3570350	0.4292801	0.2677492	0.7387438	0.0229288	0.4466580	0.6055396	0.0771614	0.3161147	0.3876441	0.0425874	0.1115884	0.0492283	0.0587410	0.4035181	0.0920602	0.2220366	0.0072765	0.3892200	0.0010169	0.3879701	0.1700089	0.0554093	0.4224051	0.4008152	0.6011940	0.0318100	0.3935910	0.5820834	0.1338118	0.0856391	0.3826476	0.2874517	0.1282318	0.1663818	0.0685708	0.2719116	0.0000320	0.0000859	0.6372389	0.5423228	0.0156148	0.6328369	0.3384828	0.6777751	0.1949558	0.0582482	0.0001923	0.1234790	0.2268463	0.0543211	0.6782171	0.4502114	0.0070701	0.1554740	0.2325296	0.0029868	0.0767509	0.5743112	0.6655131	0.7274120	0.5190650	0.2360951	0.5033437	0.1234271	0.4363114	0.0338336	0.4763601	0.0655936	0.0858622	0.3481448
