glpT	glpR	glpX	glpF	glpK	glpD	glpQ	glpC	glpB	glpA	flhD	flhE	flhC	flgC	fliS	ygdB	fliH	fliL	flgB	ycgR	fliG	flgN	gltI	fliI	fliO	fliF	gltL	flgG	fliR	flgD	hdfR	flhB	ppdC	fliK	ppdA	fliM	fliJ	recC	flgA	flgJ	flgI	fliN	gltJ	flhA	ppdB	fliQ	fliT	flgH	ygbK	fliP	flgM	gltK	flgE	fliD	yhjH	flgF	fliE	qseB	yecR	lrhA	hydN	mdh	fliY	hypF	fliZ	fliA	mglB	ccmD	ccmA	ccmC	mglA	ccmH	ccmB	modE	ccmE	narP	ccmG	ccmF	napC	napA	napF	napD	napH	narL	napB	napG	iscR	nrfG	nrfE	nrfB	nrfF	nrfA	nrfD	nrfC	hyaA	hyaE	hyaC	hyaF	appY	hyaB	hyaD	ydhT	fdnH	ydhV	fdnG	fdnI	ydhY	ydhU	ydhW	ydhX	hcr	yeaR	nsrR	ytfE	hcp	yoaG	fdhF	hycC	hycH	fhlA	hycA	hycE	hycD	hycG	hycB	hycI	hycF	hypA	hypD	hypC	hypE	hypB	fnr	dmsC	norV	dmsB	dmsA	norW	norR	dcuS	pheM	rplT	ynfE	ynfG	ygbA	ynfH	narX	ynfF	dmsD	nikE	nikR	nikC	nikA	nikD	nikB	moeB	frdD	moaE	cydD	dcuA	frdC	dcuR	frdA	frdB	dcuB	fumB	moaA	moaD	cueR	moaB	moaC	aspA	moeA	cydC	hyfB	hyfI	hyfC	hyfR	hyfH	hyfG	hyfF	focB	hyfE	hyfD	hyfJ	hyfA	hmp	nirC	nirB	nirD	cysG	aceE	narK	ubiC	adhE	ubiA	aceF	wzxE	rpsI	yeaE
0.6514457	0.4985157	0.1640008	0.2059696	0.3856292	0.0005763	0.4189857	0.2099597	0.1353040	0.1762016	0.4924400	0.5302705	0.0120866	0.5162758	0.4927318	0.0000147	0.4136125	0.1528795	0.1427471	0.3435456	0.1710429	0.2712976	0.0861726	0.6435839	0.2741028	0.6229346	0.2075511	0.0000023	0.0851670	0.4568725	0.6711221	0.2180105	0.4672882	0.0068524	0.3408435	0.1625532	0.1353130	0.3463610	0.3285706	0.4142807	0.2066468	0.2805162	0.6314756	0.5344329	0.1909136	0.2828064	0.0005021	0.2332385	0.4174654	0.3129388	0.1747566	0.3756859	0.4694956	0.0007569	0.3136801	0.2819358	0.5461367	0.6951330	0.1963016	0.6530453	0.2772609	0.6659503	0.1429633	0.1949010	0.2160652	0.0136651	0.4803796	0.5363596	0.5413381	0.6285840	0.4849619	0.1726388	0.1190043	0.4371371	0.4306864	0.3266722	0.7500100	0.4983153	0.0660871	0.3039544	0.6328834	0.5236218	0.5861262	0.4568029	0.3354566	0.0307714	0.7581873	0.6400589	0.4978151	0.7197325	0.2788197	0.1934527	0.4025267	0.5681963	0.3824580	0.1415884	0.2702873	0.6225322	0.5566414	0.1983171	0.0546012	0.0068434	0.1782120	0.3799771	0.3598115	0.3520780	0.4203305	0.3719492	0.6525171	0.1659731	0.5421654	0.6466837	0.7170004	0.4851389	0.2600905	0.5689784	0.2467083	0.4117136	0.2032789	0.3475894	0.1509671	0.5254166	0.4283304	0.4124368	0.2858026	0.0043185	0.4240627	0.3449501	0.4228513	0.3807294	0.3368820	0.0573676	0.5201050	0.0090852	0.3851682	0.7115496	0.4031394	0.3023618	0.2011854	0.2091898	0.0335422	0.0032172	0.0634528	0.3513123	0.0980477	0.3295122	0.1340253	0.1640044	0.0012318	0.6704700	0.3839748	0.3413378	0.4102406	0.6406874	0.1963087	0.0417619	0.3917324	0.6821727	0.1077225	0.0932727	0.1641975	0.1346681	0.2265400	0.2233601	0.3385290	0.4116140	0.2979389	0.0642062	0.6927989	0.7163064	0.0330253	0.5311786	0.1394628	0.4077247	0.2124220	0.0794378	0.0068563	0.1756075	0.0356204	0.0014256	0.1135728	0.4637319	0.0202822	0.2830502	0.0091770	0.0138109	0.0201258	0.4610842	0.6317455	0.7025511	0.4997576	0.2389188	0.2457343	0.0498785	0.2410146	0.0476381	0.6107124	0.0083923	0.0609387	0.1431699
0.4906996	0.3352280	0.1346717	0.1730541	0.3733245	0.0215930	0.2368573	0.6503725	0.2247641	0.3164033	0.7449197	0.4390050	0.0516684	0.5098014	0.3897332	0.2007023	0.4445657	0.0020557	0.0005713	0.3479259	0.5770079	0.2799236	0.0565249	0.6487484	0.2733147	0.2463861	0.0000492	0.0892938	0.1555671	0.6793386	0.7445697	0.3291534	0.6314145	0.0169828	0.5113885	0.2934610	0.3255588	0.3842420	0.2584425	0.4230653	0.2514287	0.1952055	0.7224110	0.2435826	0.3805859	0.2201393	0.0517132	0.5229000	0.3139522	0.1569989	0.2667234	0.1348345	0.4929714	0.0327764	0.5626740	0.3387091	0.0057357	0.6782643	0.2870313	0.7317576	0.5725150	0.6267968	0.2084226	0.1900566	0.2328380	0.0856653	0.7429552	0.4703921	0.4475830	0.7705155	0.5034747	0.0107974	0.4650187	0.6382520	0.4006224	0.7469006	0.7761043	0.5934636	0.4762594	0.4551769	0.6313305	0.6752567	0.7023198	0.6361573	0.3020686	0.0467264	0.6972111	0.5931288	0.7054160	0.4863804	0.3352745	0.2912493	0.2782166	0.3576896	0.0903121	0.1511164	0.2813429	0.0831654	0.3662233	0.1164985	0.3035862	0.0003529	0.0671543	0.6268625	0.3573753	0.6599315	0.3655624	0.3983985	0.4441638	0.2410338	0.6324554	0.5408560	0.9250569	0.5078050	0.1926934	0.7787639	0.4615014	0.1512604	0.2225566	0.1139879	0.0016369	0.3655650	0.7162343	0.3328413	0.2066689	0.0873182	0.5978837	0.1357434	0.1619343	0.5378466	0.1200451	0.1696869	0.6158447	0.0542092	0.2833841	0.7981818	0.3852652	0.2655910	0.2067804	0.1906677	0.0718946	0.0813442	0.0328067	0.2917937	0.0757847	0.1331439	0.2233156	0.1739561	0.0005142	0.5827217	0.5099260	0.0714026	0.3586006	0.7102867	0.2315191	0.0287253	0.4065641	0.4726006	0.1344371	0.0983058	0.4926866	0.5444114	0.4803565	0.4346243	0.3750362	0.6763812	0.0012273	0.0002187	0.8018017	0.6801538	0.0110184	0.2927216	0.1769312	0.5428732	0.0662410	0.0007097	0.0365519	0.0140533	0.0249413	0.3513672	0.0011395	0.0027258	0.0670042	0.0058437	0.0010481	0.1695261	0.0045352	0.4112539	0.6955482	0.5456707	0.5092423	0.3109381	0.3470943	0.0343387	0.3892937	0.0977888	0.8402782	0.0218716	0.0030685	0.3319591
0.4510876	0.5593970	0.1629674	0.2361935	0.1534673	0.0056117	0.5691556	0.6245179	0.3522377	0.4433338	0.8601679	0.6029769	0.4788202	0.5124974	0.7248150	0.2509832	0.6000420	0.6393880	0.7155767	0.4481726	0.7017133	0.5423793	0.1678882	0.5849111	0.5641099	0.6397863	0.6410482	0.4483960	0.3207544	0.7323003	0.5093365	0.3158324	0.6510755	0.4525841	0.5687386	0.3432325	0.8164091	0.4325470	0.5011170	0.5826404	0.3983278	0.4432524	0.6366015	0.6295802	0.6634574	0.5452956	0.3436800	0.5330361	0.5875731	0.4920785	0.5308057	0.4319091	0.6438096	0.7954535	0.6670148	0.5283983	0.7971893	0.4349042	0.2681130	0.7255671	0.5575525	0.1793557	0.2054109	0.4941841	0.6649694	0.1413427	0.0114899	0.5244439	0.6901415	0.6752267	0.1329053	0.0512064	0.3293245	0.6729794	0.6338041	0.5871415	0.6528866	0.6075350	0.6078059	0.4563061	0.6945767	0.4535624	0.6355158	0.5664257	0.6055121	0.0692234	0.4736565	0.7025904	0.6333688	0.5295273	0.6225249	0.3695824	0.3590402	0.7208233	0.3255128	0.1822574	0.0692705	0.4232879	0.5292448	0.1025687	0.3512892	0.0016888	0.2288453	0.3702549	0.3033401	0.4193665	0.5399522	0.5125123	0.3263939	0.2911155	0.7209308	0.5207130	0.7343925	0.4523176	0.3033364	0.3701969	0.4350103	0.4839662	0.0555821	0.3324813	0.1734103	0.5285817	0.4827965	0.2793426	0.2146325	0.0535105	0.5855089	0.1914795	0.4163827	0.3902655	0.2011063	0.1538604	0.6583524	0.3692629	0.4833683	0.6928248	0.3007399	0.3211630	0.2612173	0.0306118	0.0413640	0.0553297	0.2023489	0.4840159	0.0532314	0.0008208	0.0005629	0.1931549	0.0006351	0.4254235	0.4870072	0.1266828	0.3294894	0.3766696	0.1662316	0.3293543	0.2028283	0.4581448	0.0984664	0.1122778	0.5772738	0.4290198	0.3207160	0.3395657	0.1048571	0.6927666	0.1812632	0.0002159	0.7382864	0.5085877	0.2170404	0.4909862	0.3966926	0.5157957	0.5502645	0.0023443	0.0710872	0.0952171	0.0414951	0.0000109	0.0137079	0.0631732	0.0085248	0.3806553	0.1240329	0.0503910	0.0061959	0.4551508	0.6518429	0.6994084	0.4851900	0.3620015	0.2529782	0.1531896	0.4466046	0.1300231	0.3612399	0.0200130	0.0871513	0.1787509
0.2752200	0.6734972	0.1155929	0.1396308	0.1766601	0.0006043	0.3908754	0.7534287	0.2865727	0.2851617	0.5026750	0.6078793	0.0828813	0.3612629	0.6647831	0.1712309	0.6348707	0.4125151	0.0065221	0.2555030	0.7042100	0.4597081	0.0031149	0.7986265	0.4293922	0.5123658	0.0803381	0.1418480	0.1173202	0.4381252	0.6546891	0.4552324	0.5133470	0.0829473	0.2240609	0.2220454	0.6499298	0.6380743	0.4321041	0.6472961	0.1963005	0.2533912	0.8298815	0.2991678	0.1572409	0.2475996	0.1630901	0.2472051	0.5844394	0.1471664	0.0307687	0.1841445	0.4962911	0.3572155	0.4628020	0.3364334	0.5504712	0.6708989	0.4097940	0.4916848	0.2804961	0.5099227	0.4963393	0.3174838	0.6459232	0.2798381	0.4044260	0.6566411	0.5204178	0.5249704	0.4463839	0.0009969	0.5602988	0.6552076	0.4228657	0.5401645	0.6815559	0.5747711	0.4302297	0.5286511	0.6541101	0.5181734	0.5996737	0.6643124	0.2212391	0.2266926	0.7609718	0.4577397	0.5587091	0.5440823	0.3236878	0.0123208	0.4305225	0.7347670	0.4167378	0.1775978	0.0294031	0.3583060	0.7890618	0.3426998	0.3148259	0.0389319	0.0367206	0.6144111	0.2849842	0.5440443	0.5252124	0.1966066	0.3667047	0.4304546	0.7424184	0.5720051	0.6689053	0.2874777	0.5461028	0.7972454	0.3217041	0.5431722	0.0838288	0.3556057	0.1952778	0.6236255	0.6365066	0.2733035	0.1724071	0.4313472	0.4944378	0.0959560	0.2823425	0.5328623	0.1852095	0.4819311	0.6503193	0.0238119	0.5581839	0.7541356	0.3039151	0.4289484	0.2299810	0.0150113	0.0184900	0.0936865	0.0900214	0.4511796	0.0808650	0.0523971	0.0057216	0.1472494	0.0026825	0.5328130	0.4206020	0.1459619	0.4586319	0.5277676	0.2130085	0.0147432	0.1768843	0.4949147	0.2605824	0.1242010	0.3755104	0.1041313	0.0874363	0.3470759	0.2613398	0.5984201	0.0526026	0.1748884	0.6025205	0.7666563	0.0625943	0.1349281	0.2152134	0.5598557	0.2539082	0.2150467	0.4589030	0.3901308	0.4282128	0.0214922	0.1480942	0.1046249	0.0118282	0.3859158	0.0012366	0.0349553	0.0101013	0.5715356	0.6297451	0.6283371	0.4699670	0.5208857	0.3857703	0.0292502	0.2824937	0.1089040	0.6821964	0.0429512	0.0092120	0.3165150
0.4616904	0.5310994	0.1663994	0.1695358	0.4227043	0.0022249	0.5184514	0.5251972	0.3890552	0.2618989	0.5734058	0.5945383	0.0883000	0.6845247	0.4619063	0.2670944	0.5826997	0.0350683	0.0023532	0.4100223	0.4311766	0.3906910	0.0018085	0.6191046	0.4411913	0.4530270	0.0043655	0.0023896	0.0001426	0.3820301	0.6575996	0.1992461	0.6005938	0.0322668	0.3825605	0.0026732	0.4692162	0.5493045	0.6054619	0.6411558	0.2979938	0.3372703	0.5532211	0.4345570	0.1240682	0.2673679	0.0003531	0.2150588	0.5128777	0.1525093	0.0030215	0.2554308	0.6732359	0.1813615	0.5364926	0.3180131	0.2812158	0.6362558	0.2916877	0.7095705	0.4036257	0.2132670	0.2239840	0.2234318	0.4025616	0.0658642	0.5532138	0.4772620	0.5650454	0.7850181	0.2959562	0.0007898	0.5698987	0.6207233	0.3966249	0.6813755	0.4768774	0.4769378	0.6453936	0.3636794	0.7011913	0.5429034	0.6494019	0.4394276	0.5395765	0.4297579	0.0000000	0.6068751	0.6873084	0.6807011	0.5108644	0.4350174	0.5103063	0.5665361	0.3483740	0.1312590	0.2045365	0.4608173	0.6186085	0.4222981	0.6090429	0.2373306	0.0048436	0.6977591	0.3472148	0.5760521	0.5648139	0.4669476	0.5912501	0.1335999	0.6579400	0.7403219	0.3835733	0.4387656	0.2670575	0.3024075	0.6907925	0.6992093	0.3567688	0.6538195	0.3965777	0.6508005	0.5572043	0.4114008	0.4845500	0.0690798	0.2853765	0.7268710	0.4162446	0.4705475	0.5449014	0.4954359	0.7654115	0.1700320	0.5827733	0.6931885	0.1136703	0.3666847	0.2754884	0.1695033	0.1528460	0.1047146	0.0999452	0.1607995	0.0352738	0.1552812	0.0042577	0.4345432	0.0053166	0.0647307	0.5613354	0.0771191	0.1816981	0.6371818	0.5483655	0.2455524	0.4720502	0.6475509	0.0350531	0.2608876	0.4635695	0.1439937	0.1895909	0.3130709	0.4337801	0.6861232	0.2315862	0.0002297	0.5414389	0.6992422	0.0732545	0.3449114	0.0506493	0.4941886	0.1387266	0.1062439	0.2614248	0.2274984	0.3029137	0.0084880	0.2309895	0.5104408	0.1040495	0.5479348	0.0061572	0.0166480	0.0086402	0.5159647	0.6891006	0.5744303	0.4032212	0.2408124	0.2447398	0.0905975	0.6182558	0.1196225	0.5951733	0.0613310	0.0237872	0.4118929
0.3885623	0.6838463	0.0754834	0.2057845	0.3665692	0.0043149	0.1039417	0.3709278	0.2649178	0.2203638	0.7053122	0.4624505	0.1526145	0.4549972	0.5311577	0.2045583	0.3874112	0.3100935	0.2146733	0.3091853	0.3179180	0.4726026	0.0117337	0.7434094	0.2902019	0.6797095	0.0784057	0.0018636	0.0039274	0.3912274	0.6038537	0.1681798	0.4485243	0.2058521	0.3162383	0.0124272	0.6735529	0.3743128	0.3949855	0.6419705	0.2491692	0.2256604	0.5998911	0.4702862	0.2350547	0.2920299	0.0003342	0.3907345	0.4250556	0.3184806	0.1493383	0.3174688	0.3472816	0.3041286	0.6856499	0.4490085	0.6007761	0.7549187	0.2116588	0.8539547	0.3162373	0.5571688	0.3820463	0.2215865	0.5155407	0.1959510	0.4575333	0.4235293	0.3921063	0.7562080	0.4668056	0.0659280	0.5866317	0.7388214	0.4217612	0.5882353	0.7424077	0.5908695	0.5099116	0.2417732	0.5720789	0.6066550	0.5986497	0.7144050	0.2351324	0.1102103	0.6695972	0.5496827	0.7406930	0.4616034	0.4020161	0.2458215	0.4259336	0.7178423	0.2543870	0.0428157	0.0710713	0.4715111	0.6931072	0.4133630	0.2107331	0.0084488	0.0857769	0.4184291	0.5475692	0.6470539	0.3429377	0.5849928	0.5732751	0.1020724	0.5783574	0.6985685	0.1721193	0.6291454	0.5481720	0.6803599	0.4151336	0.5698661	0.3950314	0.4670326	0.1236524	0.5871547	0.8331362	0.3065655	0.5652345	0.3453870	0.6818361	0.6128128	0.2188389	0.6496624	0.3881972	0.5554409	0.3902069	0.2149453	0.6592987	0.6157883	0.4337113	0.3714559	0.4778951	0.0466575	0.5878790	0.0012399	0.1054409	0.1860544	0.1845999	0.1144255	0.1634339	0.3435646	0.0011228	0.6502585	0.3014793	0.0398231	0.4643922	0.2345103	0.2094741	0.1275397	0.2315598	0.5316898	0.0355331	0.2878017	0.0513255	0.0738341	0.3068951	0.2688383	0.1538682	0.1141521	0.0009063	0.0004896	0.7575841	0.7062000	0.0177051	0.3161207	0.2841981	0.3798270	0.3636254	0.0664785	0.0001931	0.1311482	0.0190584	0.0002908	0.0763354	0.4292991	0.0348846	0.1763047	0.1918192	0.1049913	0.1376680	0.5395501	0.7845086	0.5867071	0.4048578	0.0970400	0.0443362	0.1277073	0.5779006	0.0495547	0.2732107	0.4560889	0.1054199	0.6698741
0.2982187	0.7112963	0.1562897	0.2147548	0.4688325	0.0117953	0.5301700	0.7243797	0.3082808	0.2888383	0.6821121	0.6242405	0.1211221	0.4078033	0.5920025	0.0616339	0.5129622	0.4783324	0.1172026	0.3054583	0.4254034	0.3148357	0.0263055	0.7250427	0.7456032	0.6512453	0.2827326	0.1596968	0.0019492	0.4558278	0.8126443	0.2760312	0.4876402	0.1259998	0.3400469	0.0062672	0.6909488	0.4518719	0.3620087	0.7395759	0.1727986	0.2794969	0.6435320	0.3728510	0.2846872	0.3800334	0.0030685	0.5434797	0.4792313	0.3495295	0.2924756	0.2448253	0.4332467	0.4703261	0.5276081	0.4664772	0.5280798	0.8553358	0.5471100	0.2963677	0.3064270	0.4095423	0.3587148	0.4907824	0.2574320	0.0577485	0.2509506	0.5290852	0.5985422	0.5868017	0.2586214	0.3819865	0.5847813	0.5734353	0.4516877	0.6468081	0.7184415	0.6793772	0.3668959	0.3300111	0.4320338	0.6313778	0.6661871	0.7131848	0.3699570	0.0665421	0.7677153	0.7761782	0.6900822	0.5395836	0.2735996	0.0590012	0.5672093	0.5910761	0.3351735	0.1050680	0.1183143	0.3662666	0.4450645	0.0975937	0.0282664	0.0450676	0.1445317	0.2498858	0.4605595	0.6471999	0.5671610	0.5111068	0.3767527	0.2377900	0.6925660	0.6678068	0.7400669	0.5003817	0.4039170	0.4648573	0.3417665	0.5393917	0.0246300	0.2710756	0.0821222	0.7581348	0.4105278	0.3304025	0.1678629	0.1311195	0.5839198	0.1696416	0.2462559	0.4438965	0.3413097	0.1803459	0.7244407	0.0473442	0.5292414	0.6388399	0.3766311	0.2852697	0.2104262	0.0161677	0.0446995	0.0003125	0.0741197	0.5448344	0.0653584	0.1295473	0.0047486	0.3009304	0.1903306	0.4889894	0.3725520	0.2129480	0.3477459	0.7242872	0.2174137	0.0297147	0.3703785	0.7204301	0.1290428	0.2227078	0.0414516	0.0412042	0.0251655	0.4567419	0.3457172	0.5015198	0.0016104	0.0000541	0.7372610	0.6614039	0.0807890	0.5509228	0.0214777	0.5753415	0.0678734	0.0530638	0.5488591	0.1321122	0.0621692	0.0001643	0.0109137	0.2085052	0.0098295	0.1556480	0.0110341	0.0936981	0.0128583	0.5048344	0.8248910	0.8027650	0.4442011	0.3768951	0.3301148	0.1080992	0.4749747	0.0735731	0.5624529	0.0009149	0.0359768	0.3561393
0.5673176	0.7134000	0.1303191	0.1748438	0.3681060	0.0132806	0.3110534	0.5902732	0.2117346	0.4492102	0.7811560	0.3251468	0.0268564	0.3842890	0.6767829	0.0269334	0.4136612	0.1066301	0.0024002	0.3766869	0.4418629	0.3690038	0.0001266	0.6718026	0.3403826	0.3997249	0.0022415	0.2181843	0.2116679	0.5482976	0.8961351	0.5549678	0.5610876	0.0079756	0.4450124	0.0766072	0.4385891	0.4138332	0.3898644	0.4004516	0.2646352	0.3574382	0.4584180	0.4678296	0.0389315	0.4682010	0.0001297	0.2300376	0.4232345	0.2534151	0.2208977	0.4057291	0.6643723	0.1828090	0.4832642	0.5170206	0.0562747	0.5130230	0.2525642	0.6139977	0.4136795	0.4788379	0.0070545	0.3054347	0.4646066	0.0900439	0.4675025	0.7297352	0.2041880	0.6986927	0.3586468	0.0007647	0.2025581	0.5639797	0.7241346	0.8415027	0.5856550	0.4703442	0.4025137	0.2047167	0.5625367	0.7835621	0.6201336	0.6376832	0.1209210	0.0271824	0.5753561	0.2764288	0.6678940	0.5439617	0.4446650	0.1377289	0.1580753	0.3138938	0.3001053	0.1581474	0.0483012	0.3217091	0.6948430	0.3733986	0.0167655	0.0004458	0.4551783	0.3530602	0.4397621	0.5168820	0.4021208	0.5601087	0.4911166	0.0868350	0.5607334	0.6440017	0.6701797	0.3810725	0.4143794	0.4596121	0.4171912	0.4385706	0.0666815	0.3955717	0.2157146	0.3780255	0.1989505	0.3294119	0.2361160	0.0565413	0.4562836	0.2887188	0.2985363	0.3739453	0.5677625	0.1265588	0.7900066	0.0996389	0.5715488	0.7313146	0.4823066	0.3069332	0.2610459	0.0711543	0.0290039	0.0858276	0.0980535	0.3108258	0.0549924	0.0009319	0.0021469	0.1707402	0.0003010	0.7070261	0.4271343	0.3201550	0.2188590	0.7661503	0.3541466	0.0813237	0.2773426	0.5720032	0.1078045	0.1546507	0.2472839	0.5975287	0.4174091	0.4366520	0.2078176	0.5862796	0.0943415	0.0007978	0.7328994	0.6444398	0.0457489	0.5902533	0.2813035	0.5367406	0.3533265	0.1471655	0.0137435	0.3192761	0.2473426	0.4199997	0.2020055	0.1040649	0.1749130	0.3755085	0.0107586	0.0373580	0.0069879	0.5527914	0.6878198	0.8213356	0.5505866	0.1735118	0.2700529	0.1423824	0.3534274	0.0437201	0.6937864	0.0127789	0.0821529	0.2090096
0.2548773	0.6954116	0.0854612	0.1720873	0.2687555	0.0037600	0.2760075	0.6459278	0.2540010	0.2736001	0.4709060	0.2376497	0.0000978	0.3260675	0.4398907	0.2613369	0.4733632	0.0000266	0.0733148	0.4035244	0.0771594	0.2512823	0.0500160	0.1606980	0.1740901	0.2759227	0.0588082	0.0192086	0.0008659	0.6148588	0.6928956	0.2441334	0.2975905	0.0009979	0.3559930	0.0000809	0.0076614	0.4049032	0.4136215	0.4116951	0.1960343	0.2467007	0.4110268	0.2546306	0.1607392	0.3119940	0.0519989	0.4050249	0.4488845	0.4649966	0.4798584	0.2490371	0.4175901	0.0000054	0.6901006	0.2066224	0.1334955	0.5472792	0.2071478	0.4301957	0.2049583	0.7241911	0.0000694	0.1701324	0.6562892	0.0074178	0.7679767	0.5186764	0.3417909	0.6129718	0.4433155	0.2899866	0.2354002	0.6416550	0.3874878	0.5288264	0.4195760	0.5985989	0.5922482	0.4367244	0.6940511	0.5335491	0.5321477	0.5701407	0.1307840	0.3795065	0.7942587	0.4520316	0.6194694	0.3389148	0.4658530	0.3298728	0.3219625	0.2320169	0.2129475	0.1728732	0.0145441	0.1506821	0.7146270	0.3503124	0.3551359	0.2703478	0.0149148	0.3924354	0.3667409	0.7070462	0.5923305	0.2100887	0.5454493	0.0460117	0.5967376	0.6548714	0.7236539	0.4987895	0.2796271	0.4660605	0.3495376	0.5147134	0.0729190	0.4804427	0.0341408	0.4600468	0.5514228	0.3049226	0.2845639	0.2029794	0.6935092	0.4877356	0.2751890	0.4234822	0.4624851	0.1262991	0.6015791	0.0102862	0.4770934	0.6360165	0.3379992	0.3554927	0.1862992	0.0037702	0.0752408	0.0023068	0.1391941	0.4354987	0.1026309	0.1797773	0.2891405	0.1891662	0.0009128	0.3739135	0.4376987	0.3775539	0.1405854	0.6781975	0.1555897	0.0942003	0.2713698	0.3961513	0.2401704	0.1518356	0.3928996	0.4623413	0.2740212	0.4083220	0.2673706	0.3957568	0.0003477	0.0018515	0.7117394	0.6708862	0.0067063	0.4623085	0.1218655	0.5817552	0.6109244	0.3270502	0.1604282	0.4521134	0.2374080	0.0057379	0.3140112	0.6960462	0.0772891	0.3330745	0.0892616	0.0480304	0.0251978	0.4580618	0.7471165	0.6473977	0.4539924	0.2104302	0.2865038	0.0252704	0.4733854	0.0895765	0.6198243	0.0283324	0.0620626	0.2889274
0.1250067	0.6303776	0.0920029	0.0846166	0.2481380	0.0014414	0.4057607	0.6230582	0.3094629	0.1106377	0.7293437	0.6819360	0.2440146	0.5935494	0.7491416	0.0222040	0.6473812	0.6617601	0.3848548	0.6309096	0.5258245	0.3532996	0.4727524	0.6849998	0.5386766	0.5480696	0.7384561	0.0718773	0.0555598	0.6291388	0.4419725	0.2877308	0.5650586	0.5991608	0.3643754	0.0324459	0.6954503	0.5045674	0.5705145	0.6910684	0.3146978	0.6538290	0.6625303	0.5647138	0.4616014	0.2549590	0.4270970	0.3204556	0.4186668	0.3565474	0.1895040	0.2169152	0.4808864	0.5662462	0.5605333	0.3390247	0.6996207	0.4894529	0.2458426	0.6245124	0.3852130	0.3347649	0.1956584	0.4230312	0.3449529	0.1099083	0.0718355	0.5183645	0.4465003	0.6380571	0.4782774	0.0033301	0.1876539	0.6608621	0.5336830	0.5460260	0.7000727	0.6742663	0.6025930	0.4706176	0.4447860	0.5259961	0.5024916	0.8231288	0.3788358	0.0597546	0.6257068	0.4350209	0.6377474	0.6100828	0.6747758	0.1446954	0.2384182	0.5160203	0.2792629	0.1387010	0.1446041	0.4414888	0.5004509	0.1713176	0.2390052	0.1115562	0.0420591	0.5084006	0.4543770	0.4512047	0.3714019	0.2001548	0.5105232	0.0776018	0.7872521	0.6138362	0.7395178	0.4764139	0.3524292	0.6991768	0.3961170	0.4151424	0.1296385	0.3991372	0.0150107	0.6206451	0.3828971	0.3526415	0.1529606	0.0016415	0.6185464	0.3975515	0.2236386	0.4107407	0.2040723	0.2168488	0.6233703	0.1557585	0.4603567	0.5184814	0.3355940	0.1569202	0.2063445	0.0758700	0.0684735	0.0568628	0.2716367	0.2515160	0.0566932	0.1128348	0.0257743	0.0000131	0.0701132	0.5289282	0.2087777	0.2391165	0.5231549	0.6785826	0.2852628	0.0527552	0.3531531	0.6558324	0.3478284	0.0353700	0.1243122	0.2063766	0.0713387	0.1803958	0.0310098	0.5979746	0.0021354	0.1558362	0.5635296	0.6797971	0.0039742	0.3248248	0.0448291	0.5697501	0.3274534	0.1996517	0.1365029	0.2511269	0.0614993	0.0012002	0.1133786	0.3967595	0.0255006	0.2052536	0.0077844	0.0075262	0.0279768	0.4070750	0.6870295	0.6763990	0.5614567	0.1372072	0.3088214	0.0460264	0.2966721	0.0358952	0.3929591	0.0760560	0.0370803	0.3501370
